Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
INDIGOPNTS,EQ,990.85,0.04,4719.88,0.41,4.07
MCLOUD,EQ,77.54,1.96,4531.4,5.24,4.07
MMFL,EQ,355.4,1.33,1715.93,1.14,4.06
ZYDUSWELL,EQ,1810.7,0.23,11521.87,0.22,4.05
TIRUMALCHM,EQ,258.78,0.78,2649.6,1.56,4.03
TNPL,EQ,145.8,4.99,1009.09,2.79,4.02
RPSGVENT,EQ,885.9,6.47,2931.12,0.46,4
MAGADSUGAR,EQ,774.95,0.24,1092.03,0.51,3.95
WELENT,EQ,493.5,-0.19,6830.72,0.79,3.95
INDOSTAR,EQ,314.9,3.82,4290.09,1.27,3.94
KSB,EQ,805.3,0.5,14015.38,0.49,3.94
IWEL,EQ,10063,2.43,12123.47,0.04,3.93
HGINFRA,EQ,1151.2,0.75,7502.5,0.34,3.91
ROTO,EQ,250.84,1.51,1575.66,1.56,3.9
STLTECH,EQ,67.86,-3,3311.03,5.72,3.9
KRYSTAL,EQ,648.1,-2.81,905.52,0.6,3.9
SUNTV,EQ,620.1,-0.03,24437.19,0.63,3.89
AVADHSUGAR,EQ,571.75,2.49,1144.55,0.68,3.88
GAEL,EQ,120.42,-0.46,5523.31,3.17,3.86
RBA,EQ,80.01,0.52,4657.13,4.78,3.85
COSMOFIRST,EQ,626.7,2.63,1645.07,0.62,3.85
HIRECT,EQ,996.4,-3.03,1710.09,0.38,3.84
ENTERO,EQ,1462.9,0.58,6364.74,0.26,3.84
VSTIND,EQ,288.55,1.03,4901.34,1.33,3.83
GENCON,EQ,38.13,19.98,217.29,10.29,3.82
SHK,EQ,199.99,0.54,2768.28,1.9,3.81
GRINDWELL,EQ,1705.5,2.34,18883.3,0.23,3.81
ITDC,EQ,580.35,1.66,4977.63,0.65,3.81
ZUARI,EQ,223.04,-1.03,938.06,1.7,3.8
SPORTKING,EQ,116.25,-3.4,1477.21,3.24,3.79
CHEMPLASTS,EQ,403.45,0.8,6378.93,0.94,3.79
PARKHOTELS,EQ,149.44,1.49,3188.66,2.55,3.79
EXICOM,EQ,170.81,2.52,2065.76,2.21,3.78
GLAND,EQ,1445.6,0.87,23817.19,0.26,3.77
CORDSCABLE,EQ,201,8.74,259.85,1.89,3.76
SUBEXLTD,EQ,13.49,2.9,758.14,28,3.75
RAIN,EQ,146.07,0.7,4913,2.56,3.74
SCILAL,EQ,49.03,1.55,2283.81,7.64,3.74
RAMANEWS,BE,36,-3.79,531.08,9.61,3.7
HINDWAREAP,EQ,202.9,2.64,1697.18,1.81,3.7
ANANDRATHI,EQ,1782.4,1.27,14797.6,0.21,3.69
UNIECOM,EQ,135.3,-1.86,1397.15,2.7,3.67
WINDMACHIN,EQ,352.95,-2.27,2981.66,1.02,3.67
JSLL,SM,2280,0.61,5668.11,0.16,3.66
DCW,EQ,77.37,1.02,2283.61,4.71,3.66
SWARAJENG,EQ,4108.5,-0.82,4990.79,0.09,3.63
ASALCBR,EQ,1129.2,0.69,2041.5,0.32,3.62
RATNAVEER,EQ,142.6,4.47,756.48,2.56,3.61
ICEMAKE,EQ,894.8,2.34,1411.97,0.41,3.59
TVSSCS,EQ,124.14,1.07,5476.68,2.87,3.56
BLSE,EQ,158.15,3.08,1436.9,2.28,3.56
GIPCL,EQ,190.5,0.55,2956.86,1.88,3.56
MADRASFERT,EQ,90.5,1.46,1457.97,3.87,3.53
CENTENKA,EQ,432.4,2.62,944.82,0.82,3.53
SILVERIETF,EQ,96.88,-0.95,5024,3.64,3.52
SFL,EQ,665,0.8,7228.95,0.53,3.52
DHANUKA,EQ,1398.6,1.66,6304.65,0.25,3.52
PSPPROJECT,EQ,639.5,0.2,2535.09,0.55,3.51
JUBLPHARMA,EQ,904.25,-0.31,14403,0.39,3.51
BAJAJCON,EQ,167,-0.01,2288.78,2.09,3.51
XPROINDIA,EQ,1058.9,1.83,2361.39,0.33,3.51
VPRPL,EQ,178.24,0.74,2221.65,1.95,3.48
SMSPHARMA,EQ,261.33,2.87,2316.74,1.35,3.48
INDIGRID,IV,148.24,0.09,12371.49,2.34,3.47
GREENPLY,EQ,288.35,1.44,3600.72,1.21,3.46
VINDHYATEL,EQ,1507.7,2.05,1786.75,0.23,3.44
SETFNIF50,EQ,261.18,0.38,68670.42,1.31,3.43
RAMRAT,EQ,584.05,2.89,2572.27,0.59,3.43
BALAMINES,EQ,1344.1,1.27,4355.02,0.26,3.43
JAMNAAUTO,EQ,86.62,0.09,3455.96,3.94,3.42
ETHOSLTD,EQ,2703,1.47,6617.06,0.13,3.41
BASILIC,SM,421.4,5,979.33,0.81,3.41
RELAXO,EQ,425.4,0.75,10589.85,0.79,3.37
ALPEXSOLAR,SM,835,2.72,2043.53,0.41,3.37
ZODIAC,EQ,414.4,6.52,625.58,0.84,3.36
STYRENIX,EQ,2794.8,-0.66,4914.83,0.12,3.32
ONESOURCE,EQ,1612.1,-2.23,18448.23,0.2,3.3
PRUDENT,EQ,2412.2,-1.01,9988.12,0.14,3.29
VAIBHAVGBL,EQ,239.9,-0.23,3989.11,1.35,3.28
EXCELINDUS,EQ,1168,3.3,1468.26,0.28,3.27
SPMLINFRA,EQ,189.03,0.65,1343.07,1.7,3.25
HIKAL,EQ,407.55,-0.01,5025.12,0.79,3.24
INNOVACAP,EQ,923.7,1.79,5285.87,0.35,3.23
LUXIND,EQ,1460.6,2.35,4392.27,0.22,3.23
ARMANFIN,EQ,1554.1,-0.91,1630.33,0.21,3.22
SUBROS,EQ,645,2.87,4207.71,0.5,3.22
TARC,EQ,155.5,2.7,4588.75,2.06,3.18
CLEAN,EQ,1249.9,0.14,13282.34,0.25,3.17
SIGACHI,EQ,44.3,1.89,1477.17,7.25,3.17
GLOBUSSPR,EQ,1021.9,0.48,2952.1,0.31,3.17
APLLTD,EQ,905.4,1.08,17796.83,0.35,3.13
DANISH,SM,1020,1.89,2008.54,0.31,3.13
HNDFDS,EQ,524.5,1.85,6163,0.6,3.11
DENTA,EQ,298,0.69,795.66,1.04,3.11
PRSMJOHNSN,EQ,133.18,3.83,6703.7,2.33,3.08
MICEL,EQ,62.56,4.09,1507.77,4.99,3.07
SUDARSCHEM,EQ,1069.3,0.22,8401.8,0.29,3.07
AIAENG,EQ,3290,1.88,30702.4,0.09,3.07
GEPIL,EQ,242.8,1.35,1632.28,1.26,3.06
BFUTILITIE,EQ,754,2.66,2840.14,0.41,3.04
ATL,EQ,27.92,7.38,703.75,10.84,3.03
ATULAUTO,EQ,494.1,1.15,1371.19,0.61,3.02
PDSL,EQ,446.6,3.76,6311.28,0.68,3.01
RAPPID,SM,266.05,-4.64,138.13,1.16,3.01
SURAJEST,EQ,304.35,5,1453.98,0.99,3
ANURAS,EQ,897.75,-1.05,9869.09,0.33,2.99
GALAPREC,EQ,885.8,3.77,1124.77,0.34,2.98
DIAMONDYD,EQ,1174,-0.36,2802.74,0.25,2.98
SALASAR,EQ,8.91,2.65,1538.55,33.51,2.97
FCL,EQ,257.7,0.12,2952.6,1.15,2.96
TASTYBITE,EQ,9883,3.24,2535.98,0.03,2.96
VENUSPIPES,EQ,1291.2,0.86,2638.06,0.23,2.96
RADIANTCMS,EQ,69.03,6.31,736.6,4.35,2.96
MPSLTD,EQ,2475,1.76,4233.69,0.12,2.96
GINNIFILA,EQ,38.13,0.47,326.58,7.57,2.93
NUCLEUS,EQ,971.5,-0.2,2557.5,0.3,2.93
UTTAMSUGAR,EQ,304.1,3.28,1159.78,0.96,2.93
HARIOMPIPE,EQ,378.75,1.84,1172.89,0.77,2.92
SANSTAR,EQ,91.56,1.63,1668.63,3.2,2.91
SMALLCAP,EQ,43.66,1.04,592.81,6.6,2.87
JINDWORLD,EQ,62.01,0.93,6217.14,4.62,2.87
SSEGL,SM,468,4.45,1129.66,0.63,2.87
GARUDA,EQ,103.7,-0.96,964.84,2.74,2.86
BLACKBUCK,EQ,451.85,2.11,8053.03,0.64,2.86
BANSALWIRE,EQ,381.3,4.52,5969.48,0.75,2.86
PFIZER,EQ,4353.8,0.69,19917.65,0.07,2.85
KAMDHENU,EQ,27.48,1.82,762.25,10.38,2.85
HEMIPROP,EQ,138.22,1.38,3939.27,2.06,2.83
ASAHISONG,EQ,448.95,-3.25,529.19,0.63,2.82
DBCORP,EQ,231.41,0.87,4123.54,1.21,2.82
RSYSTEMS,EQ,363,0.93,4297.08,0.79,2.81
GRINFRA,EQ,1133.5,0.58,10965.51,0.25,2.79
VAKRANGEE,BE,10.05,3.18,1088.61,27.76,2.78
RATNAMANI,EQ,2760,1.57,19345.39,0.1,2.78
KALAMANDIR,EQ,122.7,1.7,1881.8,2.23,2.75
GMMPFAUDLR,EQ,1091.5,1.37,4907.08,0.25,2.75
BARBEQUE,EQ,341.9,1.97,1336.07,0.81,2.75
GREENPOWER,EQ,12.62,2.69,1480.35,21.86,2.75
KECL,EQ,131.66,3.64,874.41,2.09,2.74
WONDERLA,EQ,662.8,0.33,4202.73,0.41,2.73
HUHTAMAKI,EQ,197.16,0.64,1488.99,1.37,2.7
MEDPLUS,EQ,829.65,-0.17,9930.4,0.32,2.69
BLISSGVS,EQ,118.4,-0.13,1247.58,2.26,2.68
VRLLOG,EQ,511.25,0.11,4471.83,0.52,2.68
INFOBEAN,EQ,367,4.32,894.34,0.74,2.66
INGERRAND,EQ,3852.3,0.46,12160.94,0.07,2.66
AJMERA,EQ,826.7,1.45,3253.82,0.32,2.66
NAVNETEDUL,EQ,145.9,1.34,3300.45,1.82,2.65
VSSL,EQ,253.8,3.26,2074.39,1.04,2.63
QUICKHEAL,EQ,291,2.5,1571.77,0.91,2.63
UTINEXT50,EQ,69.88,0.56,2168.15,3.74,2.63
CUPID,EQ,85.36,-0.69,1259.87,3.04,2.61
ORIENTPPR,EQ,26.4,6.97,560.17,10.1,2.61
WSTCSTPAPR,EQ,461.1,2.71,3045.52,0.57,2.6
HINDMOTORS,EQ,26.23,1.55,547.31,9.95,2.6
GALLANTT,EQ,470.25,0.89,11346.24,0.55,2.59
SPARC,EQ,151.19,0.97,4906.11,1.71,2.59
NESCO,EQ,951.3,1.6,6702.86,0.27,2.58
SELAN,EQ,542.1,-0.32,823.99,0.47,2.56
MASFIN,EQ,274.2,2.83,4975.45,0.94,2.55
UTKARSHBNK,EQ,24.27,0.66,2673.61,10.53,2.55
SHANKARA,EQ,713.7,0.96,1730.67,0.36,2.54
SANOFI,EQ,6013,1.4,13848.31,0.04,2.51
SUNCLAY,EQ,2183,4.89,4812.68,0.12,2.51
INDIANHUME,EQ,405.9,0.46,2138.35,0.61,2.5
SAKSOFT,EQ,173,0.17,2293.14,1.43,2.48
MHRIL,EQ,346.3,1.24,6995.85,0.72,2.47
BHAGCHEM,EQ,303,2.89,3928.97,0.82,2.47
UGARSUGAR,EQ,47.09,3.72,529.76,5.24,2.46
TCIEXP,EQ,715.6,3.34,2746.47,0.34,2.46
CARYSIL,EQ,650.05,0.67,1847.16,0.38,2.45
EKC,EQ,127.51,0.93,1430.76,1.92,2.44
VISHNU,EQ,449.95,1.49,3028.85,0.54,2.44
SUMIT,EQ,101.41,1.87,459.07,2.33,2.43
LINCOLN,EQ,591.25,0.09,1184.26,0.41,2.43
EPIGRAL,EQ,1846.5,-0.12,7966.05,0.13,2.42
ROLEXRINGS,EQ,1415,1.84,3853.51,0.17,2.41
CARRARO,EQ,435.05,1.66,2473.33,0.55,2.41
CIEINDIA,EQ,435,1.03,16502.26,0.56,2.41
ZFCVINDIA,EQ,13325,1.43,25274.31,0.02,2.39
BLUEDART,EQ,6930,0.23,16443.46,0.03,2.38
ADFFOODS,EQ,234.9,1.43,2580.7,1.01,2.37
DCMSHRIRAM,EQ,1041.45,0.62,16240.61,0.23,2.36
RUSHIL,EQ,25.8,8.72,739.99,9.51,2.36
INSECTICID,EQ,713,1.62,2074.68,0.33,2.35
SHAREINDIA,EQ,159.11,2.02,3450.88,1.47,2.34
PRESSTONIC,SM,130,8.11,100.2,1.74,2.33
MOM100,EQ,59.96,0.94,629,3.87,2.32
STANLEY,EQ,356.55,0.52,2036.16,0.65,2.32
SETFNIFBK,EQ,556.53,-0.41,4261.62,0.41,2.31
MEDICO,EQ,54.31,-1.06,450.69,4.23,2.31
BANKNIFTY1,EQ,561.83,-0.55,5441.01,0.41,2.3
NOCIL,EQ,192.36,0.71,3212.89,1.19,2.3
GARFIBRES,EQ,927.1,1.44,9202.94,0.25,2.29
NRBBEARING,EQ,245.53,-0.76,2379.74,0.92,2.28
PURVA,EQ,246.31,5.41,5841.23,0.94,2.28
DSSL,EQ,1134.4,3.43,1443.56,0.2,2.28
HUBTOWN,EQ,187.5,3.06,2542.51,1.23,2.27
STARCEMENT,EQ,223.47,0.4,9216.55,1.01,2.26
MOREALTY,EQ,87.9,1.42,79.55,2.58,2.26
TVSELECT,EQ,419.05,1.87,781.54,0.53,2.26
MUTHOOTMF,EQ,130.17,0.1,2219.3,1.73,2.25
SHARDAMOTR,EQ,1725.3,2.51,4952.28,0.13,2.24
RAMCOIND,EQ,251.48,3.78,2183.07,0.91,2.24
GUJTHEM,EQ,308.05,0,3356.67,0.71,2.22
SUPREME,EQ,104.05,-0.5,402.12,2.09,2.22
HONDAPOWER,EQ,2217,-0.81,2248.72,0.1,2.22
CHANDAN,SM,180,-1.21,440.14,1.26,2.22
EIMCOELECO,EQ,2094.7,-0.5,1208.3,0.11,2.21
BIRLANU,EQ,2267.2,2.77,1709.67,0.1,2.19
SMLISUZU,EQ,1560.9,-0.34,2258.88,0.14,2.19
MONARCH,EQ,313.65,1.42,2292.78,0.7,2.18
INDRAMEDCO,EQ,414,-0.9,3795.26,0.52,2.15
GALAXYSURF,EQ,2227,0.51,7895.77,0.1,2.14
ORCHPHARMA,EQ,790.45,-0.54,4009.09,0.27,2.14
BANCOINDIA,EQ,396.3,0.34,5668.57,0.54,2.14
VENKEYS,EQ,1635.7,0.24,2304.27,0.13,2.13
GHCLTEXTIL,EQ,93.25,4.22,891.34,2.28,2.13
ACCENTMIC,SM,230,8.85,483.99,0.94,2.11
RELTD,EQ,107.95,3.33,1927.5,1.96,2.11
AUTOBEES,EQ,238.13,0.64,325.11,0.88,2.1
ICICIB22,EQ,107.88,0.45,17784.37,1.94,2.09
KBCGLOBAL,EQ,0.38,8.57,198.69,560.51,2.07
FUSIONPP,E1,114,13.95,696.07,2,2.07
FEDFINA,EQ,88.9,0.94,3313.75,2.33,2.07
MARATHON,EQ,528.25,2.65,2705.07,0.39,2.07
MAHKTECH,EQ,23.33,3.14,451.93,8.91,2.06
MAMATA,EQ,373.35,1.22,918.73,0.55,2.06
SUNDARMHLD,EQ,350,0.5,7773.64,0.58,2.05
PANACHE,BE,194.8,3.29,296.64,1.07,2.05
SAFARI,EQ,2207,2.23,10789.26,0.09,2.04
MASTERTR,EQ,157.09,0.29,1763.59,1.3,2.03
MCLEODRUSS,EQ,33.81,0.74,353.16,5.94,2.03
SCHAND,EQ,229.6,1.24,809.33,0.89,2.03
SPLPETRO,EQ,702.45,2.38,13208.96,0.29,2.03
JSWHL,BE,24100,0.27,26750.1,0.01,2.02
RISHABH,EQ,279.65,7.56,1074.06,0.72,2.01
GULPOLY,EQ,207.52,1.65,1294.31,0.98,2.01
POLYPLEX,EQ,1263,0.95,3964.87,0.16,2
MAHLOG,EQ,312,2.48,2250.5,0.64,1.99
MVGJL,EQ,218.71,-1,1068.34,0.89,1.98
DREAMFOLKS,EQ,254.22,1.88,1354.23,0.78,1.97
MIDCAPETF,EQ,20.92,0.67,1031.18,9.33,1.95
IMFA,EQ,629.4,1.49,3395.87,0.31,1.94
NXST,RR,132.2,-0.37,20028.3,1.46,1.93
LIQUIDSHRI,EQ,1052.6,0.02,27.32,0.18,1.93
TMB,EQ,449.05,0.07,7110.77,0.43,1.93
KOPRAN,EQ,193.38,2.13,933.79,1,1.93
MUFIN,EQ,77.81,3.68,1272.12,2.44,1.92
REPRO,EQ,531.5,3.77,761.29,0.36,1.92
AXISBNKETF,EQ,558.67,-0.96,331.75,0.34,1.91
WANBURY,EQ,275,2.45,901.19,0.71,1.91
GREENPANEL,EQ,250.15,2.21,3067.52,0.76,1.9
KROSS,EQ,165.88,1.47,1070.08,1.15,1.9
ALBERTDAVD,EQ,829.7,-6.14,473.52,0.23,1.9
SYNCOMF,EQ,16.89,2.36,1587.66,11.36,1.9
PRECAM,EQ,172.65,1.73,1639.93,1.11,1.9
DHANBANK,EQ,30.16,0.23,1190.41,6.32,1.9
MAYURUNIQ,EQ,589.55,0.3,2561.75,0.32,1.89
FAIRCHEMOR,EQ,825.85,3.22,1075.33,0.23,1.89
SUPRAJIT,EQ,407.65,0.3,5591.37,0.46,1.89
IRISDOREME,EQ,59.91,1.77,570.14,3.12,1.88
ECOSMOBLTY,EQ,208.24,1.4,1249.44,0.9,1.88
CHEMCON,EQ,216.12,2.13,791.66,0.85,1.87
EMUDHRA,EQ,744.2,0.68,6162.85,0.25,1.85
BIRET,RR,295,-0.3,17928.7,0.63,1.85
MANGLMCEM,EQ,753.4,1.11,2071.65,0.25,1.85
AKZOINDIA,EQ,3516.9,0.91,16016.07,0.05,1.84
DCMSRIND,EQ,187,1.94,1626.75,0.99,1.83
VASCONEQ,EQ,42.8,0.87,968.51,4.29,1.83
IMAGICAA,EQ,63.56,0.57,3596.49,2.85,1.81
SATIN,EQ,172.28,0.12,1903.19,1.05,1.8
FMCGIETF,EQ,59.61,0.03,545.04,3,1.79
GOLD1,EQ,78.75,-0.76,6305.33,2.27,1.79
TCI,EQ,1149.7,2.87,8807.71,0.16,1.79
MAITHANALL,EQ,994.4,1.27,2894.85,0.18,1.78
VINATIORGA,EQ,1720.2,0.2,17832.56,0.1,1.78
ZEEMEDIA,EQ,14.5,1.97,906.87,12.36,1.78
MASPTOP50,EQ,55.4,3.28,934.18,3.2,1.76
BHARATSE,EQ,104,-2.46,653.12,1.65,1.75
MOM30IETF,EQ,30.69,0.79,608.89,5.69,1.75
BAHETI,SM,635,0.74,658.4,0.27,1.73
ALICON,EQ,739.85,6.88,1203.13,0.24,1.73
DOLLAR,EQ,403.15,1.88,2286.51,0.43,1.72
SHREEPUSHK,EQ,264.63,3.17,855.75,0.66,1.72
TEXINFRA,EQ,101.42,3.92,1292.36,1.72,1.72
OBSCP,SM,178.5,4.54,436.48,0.94,1.71
ALLDIGI,EQ,969.25,0.85,1476.97,0.17,1.71
AHLUCONT,EQ,900.5,-0.12,6032.23,0.19,1.7
GODHA,EQ,0.57,-5,53.37,298.52,1.7
SIGNPOST,EQ,221.12,3.7,1181.89,0.77,1.7
AWFIS,EQ,622.35,-0.11,4416.38,0.27,1.7
GOACARBON,EQ,476.2,3.99,435.77,0.36,1.7
PIXTRANS,EQ,1657.3,-0.72,2258.1,0.1,1.7
AFFORDABLE,EQ,418.95,9.41,471.16,0.42,1.69
NEXT50IETF,EQ,68.35,0.51,1442.29,2.46,1.68
JNKINDIA,EQ,376.45,1.2,2100.12,0.44,1.67
TALBROAUTO,EQ,272.05,0.48,1679.31,0.61,1.66
CANTABIL,EQ,241.39,2.62,2018.94,0.69,1.66
KANSAINER,EQ,260.75,0.17,21081.39,0.64,1.66
GOCOLORS,EQ,880.45,0.13,4755.22,0.19,1.66
VERANDA,EQ,211.4,-0.01,1572.74,0.78,1.66
754GS2036,GS,112.72,-0.34,167952.8,1.47,1.66
JGCHEM,EQ,346.5,3.48,1357.8,0.48,1.66
JCHAC,EQ,1746.7,0.05,4749.43,0.09,1.65
SAPPHIRE,EQ,304.9,0.23,9798.96,0.54,1.65
LIQUIDBETF,EQ,1030.17,0.02,792.87,0.16,1.64
METROBRAND,EQ,1132,-0.67,30818.66,0.14,1.64
SHIVAMILLS,EQ,83.99,10.18,72.58,1.98,1.63
IFGLEXPOR,EQ,468.05,1.87,1686.82,0.34,1.61
SANDHAR,EQ,406.8,2.97,2448.56,0.4,1.61
PGHH,EQ,13991,0.04,45415.82,0.01,1.6
ABINFRA,EQ,105.06,4.09,671.11,1.52,1.6
MUKANDLTD,EQ,109.15,1.19,1577.17,1.45,1.59
REDTAPE,EQ,139.23,-0.28,7696.74,1.14,1.59
FINOPB,EQ,248.47,1.07,2067.73,0.64,1.59
STOVEKRAFT,EQ,624.6,-0.98,2065.92,0.25,1.59
PVTBANIETF,EQ,27.38,-0.33,3325.42,5.79,1.59
NEOGEN,EQ,1560.4,1.13,4116.6,0.1,1.59
HATHWAY,EQ,14.5,0.76,2566.65,10.93,1.59
VINYLINDIA,EQ,303.4,4.98,556.35,0.52,1.58
ROSSARI,EQ,694.1,-0.26,3842.8,0.23,1.57
MOTISONS,EQ,17.68,2.55,1740.53,8.91,1.57
EMCURE,EQ,1045.5,1,19810.48,0.15,1.56
V2RETAIL,BE,1689,0.28,5842.14,0.09,1.55
DODLA,EQ,1111,2.27,6702.42,0.14,1.54
AGARWALTUF,SM,134.4,-1.47,237.55,1.1,1.51
SILVER,EQ,96.94,-0.93,639.57,1.55,1.5
PITTIENG,EQ,962.3,0.2,3623.4,0.16,1.5
ESTER,EQ,122.05,-0.72,1147.78,1.2,1.48
SBCL,EQ,463,2.26,2667.07,0.32,1.48
ESABINDIA,EQ,5080.4,3.34,7820.27,0.03,1.47
KCEIL,ST,252,0,308.04,0.58,1.47
SPAL,EQ,875.3,-0.7,2196.36,0.17,1.47
DDEVPLSTIK,EQ,280,2.1,2897.35,0.52,1.46
MOLDTKPAC,EQ,551.9,2.17,1827.1,0.27,1.46
BEPL,EQ,110.71,0.82,2755.11,1.32,1.46
TEMBO,BE,462,4.87,512.99,0.32,1.45
ONMOBILE,EQ,51.13,2.32,543.62,2.82,1.45
INDSWFTLAB,EQ,77,2.8,466.77,1.89,1.44
RPGLIFE,EQ,2130.7,-0.81,3523.97,0.07,1.44
SASKEN,EQ,1538.1,4.35,2325.85,0.1,1.44
MINDACORP,EQ,495.45,1.87,11845.19,0.29,1.44
RPEL,EQ,698.8,2.77,3208.33,0.21,1.43
WHEELS,EQ,735.2,2.04,1796.32,0.2,1.43
EBBETF0430,EQ,1506.74,0.24,25259.6,0.09,1.42
ADSL,EQ,193,1.61,1088.18,0.74,1.42
DEEDEV,EQ,232.54,0.52,1605.78,0.61,1.42
BYKE,EQ,91.01,3.15,475.79,1.55,1.42
TEAMLEASE,EQ,1992.3,0.32,3340.87,0.07,1.41
MANORG,EQ,495.65,10,424.5,0.29,1.4
PAKKA,EQ,172.6,2.32,775.8,0.81,1.4
KAMATHOTEL,EQ,247.17,-0.04,728.66,0.56,1.39
CEIGALL,EQ,257.15,1.66,4479.68,0.54,1.38
KDDL,EQ,2750.5,1.63,3382.92,0.05,1.38
GREENLAM,EQ,235.81,4.87,6016.64,0.59,1.38
IFBIND,EQ,1342.2,-0.17,5438.43,0.1,1.38
SRHHYPOLTD,EQ,550.3,2.4,944.58,0.25,1.37
APOLLOPIPE,EQ,394.75,-0.83,1738.8,0.35,1.37
ZTECH,ST,555,-4.43,795.33,0.24,1.36
SUMMITSEC,EQ,2027.9,2.49,2210.77,0.07,1.36
GUFICBIO,EQ,375.7,0.97,3767.43,0.36,1.35
AVL,EQ,432.3,2.68,5562.1,0.31,1.35
GMBREW,EQ,701.5,1.23,1602.71,0.19,1.35
GPTINFRA,EQ,136.43,4.91,1723.99,1,1.34
VINSYS,SM,400,2.93,587.12,0.34,1.34
KRONOX,EQ,143.34,3.56,531.85,0.94,1.34
NIFTYBETF,EQ,249.45,0.14,203.57,0.53,1.33
CONFIPET,EQ,54.65,2.04,1815.7,2.44,1.33
VEEDOL,EQ,1578.4,0.18,2750.2,0.08,1.33
KINGFA,EQ,3223.9,0.96,3904.29,0.04,1.32
WINDLAS,EQ,991,-1.4,2077.07,0.13,1.32
FRESHARA,SM,157.3,4.97,369.64,0.84,1.32
GROWWGOLD,EQ,92.92,-0.68,95.49,1.41,1.31
ORIENTHOT,EQ,135.75,0.04,2424.48,0.96,1.31
ASIANTILES,EQ,46.7,3.64,686.7,2.81,1.3
EVEREADY,EQ,310.1,1.04,2254.03,0.41,1.29
JAGRAN,EQ,73.07,2.87,1590.4,1.77,1.29
MIDCAPIETF,EQ,21.15,0.91,447.81,6.08,1.28
SBC,EQ,13.29,0.38,632.86,9.59,1.27
YATRA,EQ,87.49,4.55,1372.86,1.47,1.27
IRMENERGY,EQ,274.5,1.67,1127.09,0.46,1.27
WOMANCART,SM,245,4.99,133.16,0.52,1.26
APRAMEYA,SM,150,10.25,285.6,0.85,1.26
SETFNN50,EQ,693,0.43,2736.83,0.18,1.26
LAOPALA,EQ,237.66,0.15,2638.03,0.53,1.26
BLKASHYAP,EQ,65.89,0.21,1485.42,1.9,1.25
LIKHITHA,EQ,271.35,0.2,1070.48,0.46,1.25
MAXIND,EQ,194.39,-1.11,1008.33,0.64,1.25
FDC,EQ,440.4,0.8,7170.16,0.28,1.25
NECLIFE,EQ,23.5,3.89,527.01,5.36,1.24
UCL,SM,56,5.66,62.93,2.24,1.24
LUMAXIND,EQ,2601,0.92,2431.35,0.05,1.24
BOROLTD,EQ,338.25,1.2,4043.14,0.37,1.24
LIBERTSHOE,EQ,432,2.99,736.13,0.29,1.23
GOLDETF,EQ,92.2,-0.63,711.62,1.33,1.22
LAXMIDENTL,EQ,399.5,-1.43,2195.74,0.3,1.22
SEAMECLTD,EQ,854,3.52,2171.3,0.14,1.22
XCHANGING,EQ,91.43,2.43,1018.56,1.33,1.21
TNPETRO,EQ,80.02,1.82,719.95,1.51,1.21
SAHAJSOLAR,ST,254.95,4.98,560.18,0.48,1.21
VALIANTORG,EQ,328.25,0.09,905.94,0.37,1.21
ARIES,EQ,303.3,0.86,394.42,0.4,1.21
PRABHA,EQ,196.5,8.15,2690.19,0.62,1.2
GGBL,ST,409.55,1.99,1015.72,0.29,1.2
SHOPERSTOP,EQ,517.05,0.52,5690.6,0.23,1.2
AXITA,EQ,9.54,0.1,331.84,12.54,1.2
KMEW,EQ,1532.3,4.72,1655.04,0.08,1.2
BIRLACABLE,EQ,155.68,1.77,467.04,0.76,1.19
MOMENTUM50,EQ,51.54,1.04,166.63,2.31,1.19
BCLIND,EQ,39.18,0.9,1156.45,3.04,1.19
SGBFEB32IV,GB,9542,-0.12,12201.18,0.01,1.18
GOKULAGRO,EQ,245.39,2.19,3620.57,0.49,1.18
KKCL,EQ,460.2,1,2835.99,0.26,1.18
DOLATALGO,EQ,87.34,1.4,1537.18,1.35,1.18
SINDHUTRAD,EQ,20.39,1.49,3143.99,5.83,1.18
SHIVALIK,EQ,594.7,-0.15,925.37,0.2,1.18
RPTECH,EQ,300.3,0.2,1978.97,0.39,1.17
SGBSEP31II,GB,9300,0.42,10856.78,0.01,1.17
IRBINVIT,IV,54.09,0.07,3139.92,2.16,1.16
ZUARIIND,EQ,298.6,2.02,889.27,0.39,1.16
MEGASOFT,BE,69.6,1.87,513.44,1.7,1.16
MOSMALL250,EQ,16.03,1.58,97.14,7.25,1.16
MONTECARLO,EQ,573.95,0.99,1189.92,0.2,1.15
REMSONSIND,EQ,122.45,-1.05,427.09,0.94,1.15
HEUBACHIND,EQ,587.35,-0.02,1355.71,0.2,1.15
CELLECOR,SM,43.25,4.34,941.46,2.64,1.13
NDL,EQ,3.89,3.18,560.73,29.38,1.13
NCLIND,EQ,214.2,1.31,968.89,0.53,1.12
AGIIL,EQ,816.55,-0.12,1995.11,0.14,1.12
ACLGATI,EQ,63.63,1.99,935.84,1.77,1.12
RADHIKAJWE,EQ,92,0.95,1085.6,1.21,1.12
TRANSWORLD,EQ,305,3.71,669.7,0.37,1.11
AVROIND,EQ,188.83,10,251.35,0.59,1.11
ARVSMART,EQ,689.25,2.1,3153.21,0.16,1.11
ARTEMISMED,EQ,251.3,1.23,3491.37,0.44,1.1
